text,label,
how long does a us transfer take,67,
hi ive been trying to top up my card for the past day but it gets declined i need it topped up urgently can somebody get back to me to resolve this or explain any different ways i can top up my card,59,
i am paid by my employer in gbp do i need to do anything in the app to indicate this,50,
will you help me unblock my pin after putting in the wrong pin too many times,49,
i paid with card and was charged a fee that shouldnt be there,15,
2 weeks ago i ordered my new card it isnt here what should i do,11,
i will be traveling and want money to be added automatically in certain intervals is this possible,4,
can i track when my card will be delivered,11,
how long will it take to have my card mailed to me,12,
what can you tell me about the card pin,38,
how many different currencies can i hold money in,36,
what are the fees imposed when i make a transaction,15,
for what reason did my topup fail,59,
why did i get less cash than what i asked in the atm,75,
how do i get my card back quickly from a bank machine that it,18,
what steps do i need to take to exchange currencies,33,
are there steps to see where my funds come from,70,
what is the way to go about getting a virtual card,40,
i was not distributed the correct amount of cash that i asked for,75,
hi im trying to purchase a flat and im needing the first payment for the mortgage to go through on the flat im trying to buy for some reason i keep getting an errorcan you assist in making this transfer what is going on,35,
i got a new card and cant find where to link it,13,
the card is nonfunctional,14,
where is my credit card that was to be mailed,11,
i have a withdrawal waiting to go through,46,
does it cost extra to exchange foreign currencies,31,
the app shows a fraudulent payment made on my account,16,
my card got blocked how do i reset,49,
a payment i didnt do shows in my app,16,
what is the reason for the extra fee on my statement,34,
although i transferred some money it has not as of yet arrived,5,
why was my transaction declined,35,
how long should i have to wait before i see the transfer in my account,67,
i would like to order a virtual card,40,
my card has been stolen what do i do,41,
